job_id,job_title,company,experience,salary,location,job_age,skills
388,Python Django Full Stack Developer Freelance,Mahiyoo Technologies and Consulting,6-10 Yrs,Not disclosed,Chennai| Bengaluru,12 DAYS AGO,IT Skills|Python|Angularjs|HTML|Javascript|freelance|Pyspark|Angularjs
389,Python Developer,webnexs,0-6 Yrs,Not disclosed,Chennai,30+ DAYS AGO,GIT|Django|Mercurial|SVN|Python
390,Chennai - Full Stack Developer (0-2 Yrs)( Java / Python),Soft Suave Technologies Private Limited,0-2 Yrs,300000 PA.,Chennai,30+ DAYS AGO,css|python|software development|hibernate|ios|core java|sql|java developer
391,Python Django Web Developer/Intern,CLOVERBRIDGE TECHNOLOGIES PRIVATE LIMITED,0-1 Yrs,Not disclosed,Chennai,30+ DAYS AGO,IT Skills|HTML|Web technologies|Coding|Django|Web application|Javascript|Programming
392,Golang/python Developer - Distributed Systems,Infracloud,3-8 Yrs,Not disclosed,Pune,30+ DAYS AGO,Golang|Open Source|Linux|Docker|Distributed Systems|Algorithm|Virtualization|Data Structure
393,Golang/python Developer - Distributed Systems,Infracloud,3-6 Yrs,Not disclosed,Pune,30+ DAYS AGO,Golang|Open Source|Linux|Docker|Distributed Systems|Algorithm|Virtualization|Data Structure
394,Software Development Engineer - Python/ Django Framework,vPhrase,0-2 Yrs,Not disclosed,Pune| Mumbai,30+ DAYS AGO,AngularJS|Vue.js|Django|Javascript|React.js|Python|Flask
395,Technical Lead - Java/Python & OOAD,Serving Skill,5-9 Yrs,Not disclosed,Hyderabad,2 DAYS AGO,Java|OOAD|design|relational databases|Python|architecture
396,Opening For Python Developer_usm Systems_hyderabad,USM Business Systems,3-6 Yrs,350000 - 850000 PA.,Hyderabad,4 DAYS AGO,Django|Python Developer|python programmer|flask|Python
397,Immediate opening with a product based company in Hyderabad For Python,Phoenix Human Capital Pvt. Ltd.,10-20 Yrs,1500000 - 3000000 PA.,Hyderabad,12 DAYS AGO,Product Development|Java|product design|RDBMS|Coding|Computer Science|design & development|PHP
398,Senior Software Developer - Python/perl/java/python,EsoTeky Solutions Private Limited,10-12 Yrs,Not disclosed,Hyderabad,30+ DAYS AGO,Jenkins|Java|VMware|DevOps|Docker|Shell Scripting|Hyper - V|Perl
399,Python Trainer Python Developer Walkin in Thane,QuickXpert Infotech,0-5 Yrs,Not disclosed,Mumbai Suburbs| Mumbai| Thane,1 DAY AGO,bca|css|python|electronics engineer|bsc it|mca|trainee|msc it
400,Opening For Python Developer_usm Systems_hyderabad,USM Business Systems,3-6 Yrs,350000 - 850000 PA.,Hyderabad,4 DAYS AGO,Django|Python Developer|python programmer|flask|Python
401,Immediate opening with a product based company in Hyderabad For Python,Phoenix Human Capital Pvt. Ltd.,10-20 Yrs,1500000 - 3000000 PA.,Hyderabad,12 DAYS AGO,Product Development|Java|product design|RDBMS|Coding|Computer Science|design & development|PHP
402,Senior Software Developer - Python/perl/java/python,EsoTeky Solutions Private Limited,10-12 Yrs,Not disclosed,Hyderabad,30+ DAYS AGO,Jenkins|Java|VMware|DevOps|Docker|Shell Scripting|Hyper - V|Perl
403,Python Trainer Python Developer Walkin in Thane,QuickXpert Infotech,0-5 Yrs,Not disclosed,Mumbai Suburbs| Mumbai| Thane,1 DAY AGO,bca|css|python|electronics engineer|bsc it|mca|trainee|msc it
404,Senior Engineer Python,Bigshyft Hiring for Fynd,3-5 Yrs,1200000 - 2000000 PA.,Mumbai,1 DAY AGO,Django|MySQL|AWS|Python|Flask
405,Sr. Data Scientist- Python and R  Matlab,HR Innovation Group,5-10 Yrs,Not disclosed,Nagpur| Nagpur Itpark,11 DAYS AGO,R|adoption of AI / ML|MATLAB|Price Forecasting & Risk evaluation.|Python
406,Tech Lead Engineer - Python/ Django,TalPro,3-6 Yrs,Not disclosed,Mumbai,11 DAYS AGO,REST API|Solution Integration|C|Design Patterns|Django|Version Control System|Project Manager - Python|Webservices
407,Data Scientist - Python and R  Matlab,HR Innovation Group,5-10 Yrs,Not disclosed,Nagpur| Nagpur IT Park,4 DAYS AGO,R|adoption of AI/ML|Price Forecasting & Risk evaluation|MATLAB|Python
408,Lead Data Scientist-Python and R,HR Innovation Group,5-8 Yrs,Not disclosed,Nagpur| Nagpur IT Park,9 DAYS AGO,R|System Design|Artificial Intelligence|Risk Evaluation|Price Forecasting|Python
409,Python Internship in Ahmedabad,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0-0 Yrs,Not disclosed,Bhavnagar| Ahmedabad(Navrangpura)| Mehsana,JUST NOW,Data Science|C|Artificial Intelligence|python internship in ahmedabad|djnago|Machine Learning|machine learning internship in ahmedabad|Python
410,Assistant Manager/ Manager/ Data Scientist - Python/ Machine Learning,Huquo Consulting Pvt. Ltd,3-8 Yrs,Not disclosed,Bengaluru,19 DAYS AGO,Data Science|Predictive Modeling|NLP|Data Scientist|Data Management|Machine Learning|Python
411,Python Internship in Mumbai,MAXGEN TECHNOLOGIES PRIVATE LIMITED,0-0 Yrs,Not disclosed,Spain| United Kingdom (U.K)| Navi Mumbai| Mumbai(Sector-19 Vashi)| Thane| Singapore,12 DAYS AGO,Data Science|python internship in mumbai|python internship in navi mumbai|python internship in sanpada|Django|python internship in panvel|python internship in kharghar|machine learning internship in mumbai
412,Python Developer,Capgemini Technology Services India Limited,4-6 Yrs,Not disclosed,Bengaluru,17 DAYS AGO,Automation|Linux|Django|VMware Vsphere|Programming|Manager Technology|Python
413,Python Developer (java/scala),HERE Technologies,0-0 Yrs,800000 - 1400000 PA.,Mumbai,18 DAYS AGO,Java|Python
414,Python Developer,L&T Technology Services Ltd,4-7 Yrs,Not disclosed,Bengaluru(Manayata Tech Park),17 DAYS AGO,Design Patterns|Agile|Object Oriented Programming|Software Quality|Refactoring|Test Scripts|Python
415,Java Developer - Backend Development - Machine Learning/python/scala,Okda Solutions,3-6 Yrs,Not disclosed,Mumbai,30+ DAYS AGO,MemCache|Java|Solr|Scala|Redis|Machine Learning|Backend Development|Java Developer
416,Python Developer (networking Domain),Larsen Toubro Limited,5-10 Yrs,Not disclosed,Bengaluru,19 DAYS AGO,MySQL|Programming|Javascript|Python
417,Python Developer,Larsen Toubro Limited,4-8 Yrs,Not disclosed,Bengaluru,22 DAYS AGO,MySQL|Programming|Javascript|Python
418,Python Developer,Larsen Toubro Limited,5-8 Yrs,Not disclosed,Bengaluru,22 DAYS AGO,Linux|Data Structures|Python Developer|O / S|GUI|Windows|Python
419,Python Developer,Cadmaxx Solutions Pvt Ltd,5-8 Yrs,Not disclosed,Bengaluru,11 DAYS AGO,C|Linux|OS|System Testing|Python
420,Python Developer,Toucon Consulting,0-3 Yrs,Not disclosed,Ahmedabad,30+ DAYS AGO,Unix|Backend|Version control|Linux|Coding|Django|HTML|Windows
421,Python Developer (0-2 years experience),Snortech Solutions Pvt Ltd,0-2 Yrs,Not disclosed,Kochi,26 DAYS AGO,Communication Skills|Time Management|GIT|Postgresql|Data Structures|XML|Python Developer|Problem Solving
422,Python ROR Node Js Developement Engineer - Internship,Mavinzent,0-1 Yrs,Not disclosed,Bengaluru| Coimbatore,30+ DAYS AGO,jQuery|Coding|MySQL|PHP|Data structures|JSON|Troubleshooting|Internship
423,Python Developer,V P Placement,0-3 Yrs,Not disclosed,Coimbatore,30+ DAYS AGO,CSS|Django|MySQL|HTML|Python
424,Python Developer,Quixom Technology,0-3 Yrs,Not disclosed,Ahmedabad,29 DAYS AGO,amazon ec2|Front end|GIT|Architecture|Django|Debugging|Javascript|Python
425,Internship - Python Developer,Ziplr,0-1 Yrs,Not disclosed,Bhubaneshwar,30+ DAYS AGO,server|development|code|Architecture|technical|software|Programming|JSON
426,Python Developer,Systematix Infotech Pvt. Ltd.,0-1 Yrs,Not disclosed,Bhopal,30+ DAYS AGO,Backend Developer|Python Developer|Windows|ORM|Python
427,Python Developer,Hawkscode,0-2 Yrs,Not disclosed,Jaipur,30+ DAYS AGO,assembly language|Six Sigma|JavaScript|Real Time Operating Systems|.NET|HTML|Oracle|Python
428,Python Developer,FinByz Tech Pvt Ltd,0-5 Yrs,Not disclosed,Ahmedabad,30+ DAYS AGO,SQL queries|ERP|Front end|GIT|Linux|Django|Javascript|Database
429,Python/Django developer,Intellial Solutions Pvt Ltd.,0-2 Yrs,Not disclosed,Ahmedabad,16 DAYS AGO,HTML;Javascript|Web services|Coding|XML|Django|Javascript|JSON|Business applications
430,Application Developer proficient in Python,Sibia Analytics,0-2 Yrs,Not disclosed,Kolkata,23 DAYS AGO,Linux|Networking|Database|MongoDB|Data mining|Python
431,Junior Developer Python,Education Culture Pvt. Ltd.,0-4 Yrs,Not disclosed,Ludhiana,30+ DAYS AGO,C++|CSS|PDF|PGDCA|Debugging|Programming|HTML|Python
432,Python / Odoo Developer Trainee,Cybrosys Technologies Pvt. Ltd,0-2 Yrs,Not disclosed,Kozhikode,30+ DAYS AGO,python|Python / Odoo Developer Trainee|developer
433,Front End Developer - Javascript/angular/python - Immediate Joining,FARGATE SOLUTIONS PRIVATE LIMITED,0-3 Yrs,150000 - more than 300000 PA.,Haldwani| Nainital,30+ DAYS AGO,Angularjs|CSS|immediate joining|Html5|JQuery|Full Stack Developer|Front End|UI Development
434,Oops DATA Structures& Algorithms Expert IN C/c++/java/python,Webscrapingpro,0-4 Yrs,300000 - 600000 PA.,Chennai| Bengaluru,30+ DAYS AGO,algorithms|python|c++|c|object oriented programming programming|neural networks|machine learning|deep learning
435,Software Engineer ( Python ),DataWTech,0-1 Yrs,Not disclosed,Chennai,30+ DAYS AGO,Django|Python
436,Associate Software Engineer - Python,Techversant Infotech,0-3 Yrs,Not disclosed,Chennai| Kochi,30+ DAYS AGO,jQuery|Postgresql|MySQL|Web development|Infrastructure|Javascript|HTML|Medical insurance
437,Software Engineer - Python/php,Animaker,0-1 Yrs,Not disclosed,Chennai,16 DAYS AGO,AngularJS|API Integration|Javascript|PHP|HTML|React.js|Python
438,Python Developer For Tcs Client in Conneqt Corp ( Tata BSS ),EXCELVANA PVT. LTD,4-9 Yrs,500000 - 600000 PA.,Chennai| Pune| Delhi NCR| Mumbai| Bengaluru| Hyderabad,1 DAY AGO,Test Automation knowledge|Python
439,SQA Testing python perl jenkins groovy vmware ESX Pune,Acesoft Labs (India) Pvt Ltd,2-5 Yrs,Not disclosed,Pune| Mumbai,2 DAYS AGO,Jenkins|Software QA|Linux|Black Box Testing|Automation Framework|Agile|Perl|Bash
440,Python Developer,FinByz Tech Pvt Ltd,0-5 Yrs,Not disclosed,Ahmedabad,30+ DAYS AGO,SQL queries|ERP|Front end|GIT|Linux|Django|Javascript|Database
441,Python/Django developer,Intellial Solutions Pvt Ltd.,0-2 Yrs,Not disclosed,Ahmedabad,16 DAYS AGO,HTML;Javascript|Web services|Coding|XML|Django|Javascript|JSON|Business applications
442,Application Developer proficient in Python,Sibia Analytics,0-2 Yrs,Not disclosed,Kolkata,23 DAYS AGO,Linux|Networking|Database|MongoDB|Data mining|Python
443,Junior Developer Python,Education Culture Pvt. Ltd.,0-4 Yrs,Not disclosed,Ludhiana,30+ DAYS AGO,C++|CSS|PDF|PGDCA|Debugging|Programming|HTML|Python
444,Python / Odoo Developer Trainee,Cybrosys Technologies Pvt. Ltd,0-2 Yrs,Not disclosed,Kozhikode,30+ DAYS AGO,python|Python / Odoo Developer Trainee|developer
445,Front End Developer - Javascript/angular/python - Immediate Joining,FARGATE SOLUTIONS PRIVATE LIMITED,0-3 Yrs,150000 - more than 300000 PA.,Haldwani| Nainital,30+ DAYS AGO,Angularjs|CSS|immediate joining|Html5|JQuery|Full Stack Developer|Front End|UI Development
446,Oops DATA Structures& Algorithms Expert IN C/c++/java/python,Webscrapingpro,0-4 Yrs,300000 - 600000 PA.,Chennai| Bengaluru,30+ DAYS AGO,algorithms|python|c++|c|object oriented programming programming|neural networks|machine learning|deep learning
447,Software Engineer ( Python ),DataWTech,0-1 Yrs,Not disclosed,Chennai,30+ DAYS AGO,Django|Python
448,Associate Software Engineer - Python,Techversant Infotech,0-3 Yrs,Not disclosed,Chennai| Kochi,30+ DAYS AGO,jQuery|Postgresql|MySQL|Web development|Infrastructure|Javascript|HTML|Medical insurance
449,Software Engineer - Python/php,Animaker,0-1 Yrs,Not disclosed,Chennai,16 DAYS AGO,AngularJS|API Integration|Javascript|PHP|HTML|React.js|Python
450,Python Developer For Tcs Client in Conneqt Corp ( Tata BSS ),EXCELVANA PVT. LTD,4-9 Yrs,500000 - 600000 PA.,Chennai| Pune| Delhi NCR| Mumbai| Bengaluru| Hyderabad,1 DAY AGO,Test Automation knowledge|Python
451,SQA Testing python perl jenkins groovy vmware ESX Pune,Acesoft Labs (India) Pvt Ltd,2-5 Yrs,Not disclosed,Pune| Mumbai,2 DAYS AGO,Jenkins|Software QA|Linux|Black Box Testing|Automation Framework|Agile|Perl|Bash
452,Python Developer,Client of DYR Consulting,3-7 Yrs,650000 - 1650000 PA.,Hyderabad,4 DAYS AGO,Jenkins|Github|Python
453,Machine Learning Scientist - R/ Python,Career Maker,4-9 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Java|C++|R|eCommerce|Data Scientist|Data Management|Perl|Machine Learning
454,Data Science Lead - Python/r/machine Learning,The Hiring Story,3-6 Yrs,Not disclosed,Bengaluru,17 DAYS AGO,Data Science|R|NoSQL|MySQL|MongoDB|Data Modeling|ETL|Machine Learning
455,Opportunity For Python Developer- Bangalore,Infogain India (P) Ltd.,3-6 Yrs,500000 - 1200000 PA.,Bengaluru(Mahadevpura),30+ DAYS AGO,Python
456,Software Engineer Python Developer,Telamon HR Solutions,2-3 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,C++|Automation|Linux|Django|Windows|Open source|JIRA|SDLC
457,Oracle DBA Engineer - Python/ AWS,Techstar Software Development India Pvt. Ltd.,3-8 Yrs,Not disclosed,Chennai| Bengaluru| Hyderabad,30+ DAYS AGO,Oracle DB|Jenkins|Shell Scripting|PostgreSQL|Ansible|Oracle DBA|AWS|Python
458,Python Developer - Web Development,Zebu Animation,3-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,REST API|CSS|Git|Unreal Engine|RDBMS|Python Developer|Javascript|Version Control System
459,Python Developers Willing To Learn Golang!,Xoriant Solutions Pvt Ltd,3-5 Yrs,750000 - 1200000 PA.,Bengaluru(1st Block Koramangala),19 DAYS AGO,cloud|kubernetes|algorithms|python|open source|software development|Multithreading|OOPS
460,Python Developer - Web Development,Zebu Animation,3-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,REST API|CSS|Git|Unreal Engine|RDBMS|Python Developer|Javascript|Version Control System
461,Python Developers Willing To Learn Golang!,Xoriant Solutions Pvt Ltd,3-5 Yrs,750000 - 1200000 PA.,Bengaluru(1st Block Koramangala),19 DAYS AGO,cloud|kubernetes|algorithms|python|open source|software development|Multithreading|OOPS
462,Python Developer,Ampcus Tech Pvt. Ltd,5-8 Yrs,Not disclosed,Bengaluru,17 DAYS AGO,Application Development|Rest|Celery|Networking|MQ|Django|Cloud|Kafka
463,Immediate Hiring For Python Developer-bangalore,RANDSTAD INDIA PVT LTD,4-8 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,cloud|DJANGO|REST API|Linux|Flask LAMDA|TCP / IP|HTTP|Web Sockets
464,Immediate Hiring For Python Developer-Bangalore,RANDSTAD INDIA PVT LTD,2-7 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,cloud|DJANGO|REST API|Linux|Flask LAMDA|TCP / IP|HTTP|Web Sockets
465,Python Developer - Bangalore,RANDSTAD INDIA PVT LTD,4-8 Yrs,650000 - 1200000 PA.,Bengaluru,30+ DAYS AGO,python|django|git|freebsd|build|linux|multithreading|sockets
466,Python Developer - Django/flask,Luminite Services,2-4 Yrs,Not disclosed,Mumbai| Bengaluru,30+ DAYS AGO,Python frameworks|Django|PostgreSQL|Pandas|MySQL|MongoDB|Numpy|Python
467,Senior Software Developer (python + Node.js),Knowlarity Communications India Pvt. Ltd.,2-4 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,Software Development|Accessibility|Linux|Django|Postgresql|MySQL|Node.Js|AWS
468,Backend Developer @python +Djano,RANDSTAD INDIA PVT LTD,11-21 Yrs,1800000 - 2750000 PA.,Bengaluru,30+ DAYS AGO,Rest|Celery|Linux|Multiprocessing|Shell Scripting|Django|Postgresql|Data Structures
469,Python/django Developer - Mysql/rdbms,Pace Wisdom,4-6 Yrs,Not disclosed,Bengaluru,30+ DAYS AGO,RESTful API|WebAPI|RDBMS|Design Patterns|Django|MySQL|ORM|Python
470,Full Stack Engineer | Full Stack Developer | React & Python,FULLTHROTTLE LABS PRIVATE LIMITED,2-6 Yrs,800000 - 1500000 PA.,Bengaluru,29 DAYS AGO,react.js|software architecture|python|html5|web technologies|web development|javascript
471,Sr. Software Developer (Python),Intech Creative Services,4-6 Yrs,Not disclosed,Gandhinagar,9 DAYS AGO,deep learning framework such as TensorFlow or Keras|Familiarity with Linux|Python and basic libraries for machine learning such as scikit-learn and pandas|exposure on Odoo Platform
472,PHP  Android iosand Python Developer Seographic/web Designer,Creative Hands HR Consultancy,0-0 Yrs,400000 - 600000 PA.,Chennai| Ahmedabad| Bengaluru,30+ DAYS AGO,CSS|btech|software|freshers|Finance|android|ios developer|technopark
473,Fullstack Lead(Strong in Python) _6+years_Chennai_Contract,CIEL HR Services Pvt Ltd,6-11 Yrs,Not disclosed,Chennai,3 DAYS AGO,React.Js|Angular|Python|MS SQL|CSS|Django|Javascript|Bootstrap
474,Proactive Talent Pool Building - Python,Zensar Technologies Limited,4-9 Yrs,500000 - 1500000 PA.,Pune| Bengaluru| Hyderabad,30+ DAYS AGO,python|django|analytical skills|sql server
475,Software Engineer - C++ & Python (appz-sovx),Applicantz Inc.,5-10 Yrs,Not disclosed,Chennai| Pune| Delhi NCR| Mumbai| Bengaluru| Hyderabad,30+ DAYS AGO,work from home|Jenkins|C++|Software Development|Linux|Software Engineering|CI|Computer Science
476,React + Python Developer -5-9y-pune-persistent,Persistent Systems Limited.,5-9 Yrs,Not disclosed,Pune,30+ DAYS AGO,Software Engineering|Javascript|Agile Development|Python
477,Software Developer (Fresher ? Python + ReactJS),Intellection Software & Technologies Pvt. Ltd.,1-3 Yrs,Not disclosed,Pune,16 DAYS AGO,CSS|Memory management|Django|Analytical|OOPS|Javascript|HTML|bootstrap
478,Java.netPythonAndroidWeb DesigningSoftware Testing,V P Placement,0-1 Yrs,Not disclosed,Pune,30+ DAYS AGO,Software testing|Software design|Programming|Web designing|Android|Python
479,Python Developer,Federal Soft Systems Private Limited,5-9 Yrs,Not disclosed,Pune| Mumbai,3 DAYS AGO,kubernetes|Docker|Python
480,Python + Linux Developer-5-8y-pune-early Joiner-persistent,Persistent Systems Limited.,5-8 Yrs,Not disclosed,Pune,17 DAYS AGO,Unix|Automation Tools|Postgresql|Ansible|Linux System Administration|Devops|Python
481,Python Developers / Deep Learning,SATRA Infrastructure Management Services Pvt. Ltd.,2-6 Yrs,Not disclosed,Hyderabad,21 DAYS AGO,Hive|Django|Hadoop|Spark|Hdfs|Machine Learning|Deep Learning|Linear Algebra
482,Python Automation Test Engineer,Kastech Software Solutions,5-9 Yrs,Not disclosed,Bengaluru| Hyderabad,30+ DAYS AGO,Python Testing|Pytest Scripts
483,Full Stack Developer - Python wit Angular JS / Vue JS,Aspire Systems India (P) Ltd,3-6 Yrs,Not disclosed,Hyderabad,30+ DAYS AGO,angular|python|vue
484,Full Stack Developer - Python & Angular JS @ Hyderabad,Aspire Systems India (P) Ltd,3-8 Yrs,Not disclosed,Hyderabad,30 DAYS AGO,Web Technologies|Postgresql|UI Development|Vue|Javascript|Rest Api|SQL Server|Web Development
485,Work from Home online Teachers ( Web Designer and Python Trainer),Future Domain Services Private Limited,1-6 Yrs,250000 - 300000 PA.,Chandigarh,1 DAY AGO,Javascript|HTML|Python|CSS|teaching
486,Opening For Python Developer Fresher @ Thane,SQUAD Infotech Private Ltd,0-0 Yrs,Not disclosed,Thane,30+ DAYS AGO,Python.|Django frame work
487,Senior Analytical Verification Associate - R/ Python,SKS Enterpprises,6-11 Yrs,Not disclosed,Mumbai,TODAY,Data Validation|R|Data Quality|Verification|Data Analytics|Python
